,有價證券代號及名稱
31436,082170　AES凱基39購01
31437,082171　世紀鋼凱基39購03
31438,082172　世紀鋼凱基39購04
31439,082173　世紀鋼凱基39購05
31440,082174　香港2X群益43購02
31441,082175　中興電群益39購08
31442,082176　中興電群益3A購04
31443,082177　中興電群益3A購05
31444,082178　川湖群益3B購05
31445,082179　台積電群益39購03
31446,08217T　長榮航國票3B售03
31447,082180　台積電群益43購01
31448,082181　光罩群益3B購01
31449,082182　矽統群益42購01
31450,082183　燿華群益39購01
31451,082184　瑞昱群益39購02
31452,082185　台光電群益41購01
31453,082186　興勤群益39購01
31454,082187　聯發科群益43購05
31455,082188　聯發科群益43購06
31456,082189　可成群益41購01
31457,08218T　長榮航國票3C售03
31458,082190　國泰金群益39購01
31459,082191　大立光群益3B購08
31460,082192　零壹群益39購03
31461,082193　智原群益39購08
31462,082194　欣興群益39購04
31463,082195　緯創群益3B購05
31464,082196　創意群益3B購06
31465,082197　創意群益41購03
31466,082198　晶相光群益3A購02
31467,082199　材料群益39購07
31468,08219T　健策國票3C售02
31469,082200　虹堡群益39購01
31470,082201　佳必琪群益3B購01
31471,082202　愛普群益39購08
31472,082203　緯穎群益41購05
31473,082204　緯穎群益43購01
31474,082205　世紀鋼群益41購01
31475,082206　中興電統一44購02
31476,082207　中興電統一49購02
31477,082208　中興電統一4B購01
31478,082209　堤維西統一43購01
31479,08220T　台灣50元大3B售11
31480,082210　川湖統一49購01
31481,082211　台積電統一49購02
31482,082212　台積電統一53購01
31483,082213　大同統一43購02
31484,082214　瑞昱統一43購03
31485,082215　瑞昱統一44購01
31486,082216　聯發科統一43購03
31487,082217　聯發科統一43購04
31488,082218　宏達電統一43購03
31489,082219　聯詠統一43購01
31490,08221T　台灣50元大3B售12
31491,082220　欣興統一43購02
31492,082221　創意統一43購01
31493,082222　牧德統一43購01
31494,082223　辛耘統一43購02
31495,082224　健策統一43購01
31496,082225　台耀統一43購06
31497,082226　矽格統一43購01
31498,082227　緯穎統一42購02
31499,082228　嘉基統一42購01
31500,082229　嘉基統一43購03
31501,08222T　台灣50元大43售03
31502,082230　世紀鋼統一45購01
31503,082231　東陽法興39購01
31504,082232　堤維西法興39購01
31505,082233　鴻海法興39購01
31506,082234　旺宏法興39購01
31507,082235　京元電法興39購01
31508,082236　華新科法興39購01
31509,082237　牧德法興3A購01
31510,082238　樺漢法興39購01
31511,082239　威鋒電法興39購01
31512,08223T　臺股指元大3B售36
31513,082240　采鈺法興39購01
31514,082241　A50正2元大3A購01
31515,082242　臺指反元大3C購01
31516,082243　中高息元大41購01
31517,082244　中興電元大39購02
31518,082245　中興電元大39購03
31519,082246　中興電元大3A購03
31520,082247　中興電元大3B購02
31521,082248　中興電元大3C購01
31522,082249　中興電元大41購01
31523,08224T　臺股指元大3B售37
31524,082250　川湖元大39購10
31525,082251　川湖元大3C購04
31526,082252　川湖元大41購02
31527,082253　聯電元大3A購02
31528,082254　台積電元大3A購07
31529,082255　台積電元大3C購07
31530,082256　台積電元大41購05
31531,082257　矽統元大39購01
31532,082258　矽統元大39購02
31533,082259　大同元大39購01
31534,08225T　臺股指元大3B售38
31535,082260　瑞昱元大39購02
31536,082261　台光電元大3A購01
31537,082262　南亞科元大39購01
31538,082263　京元電元大39購01
31539,082264　聯發科元大39購18
31540,082265　聯發科元大3C購07
31541,082266　聯發科元大41購03
31542,082267　國泰金元大39購01
31543,082268　神基元大39購05
31544,082269　聯陽元大39購01
31545,08226T　臺股指元大3B售39
31546,082270　奇鋐元大3A購03
31547,082271　智原元大3A購10
31548,082272　辛耘元大3A購02
31549,082273　材料元大3A購04
31550,082274　正文元大39購01
31551,082275　中磊元大39購01
31552,082276　邁達特元大39購01
31553,082277　亞翔元大3A購01
31554,082278　聯茂元大39購02
31555,082279　康舒元大39購03
31556,08227T　臺股指元大3B售40
31557,082280　康舒元大3B購01
31558,082281　康舒元大41購02
31559,082282　啟碁元大3B購01
31560,082283　樺漢元大39購02
31561,082284　訊芯元大39購01
31562,082285　穎崴元大39購04
31563,082286　緯穎元大3A購01
31564,082287　力智元大39購02
31565,082288　達方元大39購01
31566,082289　高力元大3A購05
31567,08228T　臺股指元大3B售41
31568,082290　世紀鋼元大3A購03
31569,082291　A50正2凱基3A購01
31570,082292　SP黃豆凱基3B購01
31571,082293　元金2X凱基41購01
31572,082294　中高息凱基39購02
31573,082295　川湖凱基3B購07
31574,082296　三陽凱基39購01
31575,082297　台積電凱基41購05
31576,082298　燿華凱基3A購01
31577,082299　建準凱基3A購03
31578,08229T　臺股指元大43售09
31579,082300　聯發科凱基39購14
31580,082301　聯發科凱基41購04
31581,082302　鉅祥凱基3C購02
31582,082303　王品凱基3B購01
31583,082304　零壹凱基41購01
31584,082305　智原凱基3B購04
31585,082306　欣興凱基39購05
31586,082307　緯創凱基3A購09
31587,082308　晶相光凱基3A購01
31588,082309　嘉澤凱基39購04
31589,08230T　臺股指元大43售10
31590,082310　嘉澤凱基41購01
31591,082311　牧德凱基3B購01
31592,082312　健策凱基3A購01
31593,082313　永崴控凱基43購01
31594,082314　材料凱基41購02
31595,082315　中磊凱基3A購02
31596,082316　康舒凱基39購02
31597,082317　樺漢凱基39購02
31598,082318　愛普凱基3A購02
31599,082319　愛普凱基41購01
31600,08231T　台積電群益3B售11
31601,082320　緯穎凱基39購11
31602,082321　緯穎凱基3B購03
31603,082322　緯穎凱基43購01
31604,082323　采鈺凱基39購04
31605,082324　巨大凱基41購01
31606,082325　世紀鋼凱基39購07
31607,082326　致茂台新39購01
31608,082327　新日興台新39購01
31609,082328　華擎台新39購01
31610,082329　緯穎台新39購01
31611,08232T　台積電群益3B售12
31612,082330　川湖國泰3B購01
31613,082331　英業達國泰3B購01
31614,082332　建準國泰3B購01
31615,082333　聯發科國泰3B購01
31616,082334　長榮國泰3B購01
31617,082335　陽明國泰3B購01
31618,082336　智原國泰3B購01
31619,082337　材料國泰3B購01
31620,082338　智原中信39購01
31621,082339　健策中信39購02
31622,08233T　欣興群益3B售06
31623,082340　材料中信39購04
31624,082341　緯穎中信3A購02
31625,082342　東陽永豐3C購01
31626,082343　大亞永豐3A購01
31627,082344　川湖永豐43購01
31628,082345　三陽永豐3A購01
31629,082346　萬海永豐3B購01
31630,082347　神基永豐39購05
31631,082348　神基永豐3B購01
31632,082349　晶豪科永豐3A購02
31633,08234T　S&P正2中信42售01
31634,082350　新日興永豐3A購03
31635,082351　華擎永豐39購01
31636,082352　瑞鼎永豐3B購01
31637,082353　材料永豐3A購04
31638,082354　亞翔永豐3C購01
31639,082355　嘉基永豐39購01
31640,082356　川湖兆豐3A購01
31641,082357　大同兆豐39購01
31642,082358　國泰金兆豐39購01
31643,082359　奇鋐兆豐3A購01
31644,08235T　力積電中信3B售02
31645,082360　智易兆豐3A購01
31646,082361　健策兆豐3B購03
31647,082362　致伸兆豐43購01
31648,082363　世紀鋼兆豐43購02
31649,082364　台積電法興39購01
31650,082365　日月光法興39購01
31651,082366　材料法興39購01
31652,082367　康舒法興39購01
31653,082368　寶成法興39購01
31654,082369　日本2X元富39購01
31655,08236T　潤泰新中信3B售01
31656,082370　國企2X元富39購01
31657,082373　國企2X元富39購02
31658,082374　FB越南元富39購01
31659,082375　FB越南元富3C購01
31660,082376　堤維西元富39購01
31661,082377　台積電元富3A購06
31662,082378　敬鵬元富39購01
31663,082379　大同元富39購02
31664,08237T　國企2X永豐41售02
31665,082380　大同元富3C購01
31666,082381　南亞科元富39購01
31667,082382　聯發科元富51購01
31668,082383　聯發科元富51購02
31669,082384　慧洋元富39購02
31670,082385　材料元富39購08
31671,082386　達興元富39購01
31672,082387　亞翔元富3C購01
31673,082388　力成元富39購01
31674,082389　同欣電元富3A購01
31675,08238T　奇鋐永豐41售01
31676,082390　緯穎元富39購07
31677,082391　力智元富39購01
31678,082392　東哥元富41購01
31679,082393　神基國票42購01
31680,082394　華擎國票3A購01
31681,082395　緯穎國票3A購01
31682,082396　東陽統一44購02
31683,082397　東元統一43購02
31684,082398　大亞統一43購03
31685,082399　大亞統一43購04
31686,08239T　台灣50凱基3B售10
31687,082400　三陽統一42購01
31688,082401　國巨統一43購01
31689,082402　國巨統一43購02
31690,082403　國巨統一43購03
31691,082404　精英統一43購01
31692,082405　燿華統一43購01
31693,082406　大同統一43購03
31694,082407　大同統一43購04
31695,082408　大同統一49購01
31696,082409　華新科統一43購01
31697,08240T　群高息凱基3B售03
31698,082410　長榮統一43購06
31699,082411　萬海統一43購02
31700,082412　神基統一43購02
31701,082413　神基統一45購01
31702,082414　零壹統一43購03
31703,082415　零壹統一43購04
31704,082416　華擎統一43購01
31705,082417　華擎統一44購01
31706,082418　華擎統一46購01
31707,082419　嘉澤統一45購01
31708,08241T　大亞凱基41售02
31709,082420　牧德統一42購04
31710,082421　牧德統一43購02
31711,082422　牧德統一45購01
31712,082423　瑞鼎統一45購01
31713,082424　瑞鼎統一46購01
31714,082425　健策統一43購02
31715,082426　健策統一46購01
31716,082427　大眾控統一42購01
31717,082428　達興統一43購03
31718,082429　聯茂統一43購01
31719,08242T　奇鋐凱基41售06
31720,082430　華孚統一43購01
31721,082431　力成統一43購02
31722,082432　愛普統一41購03
31723,082433　愛普統一47購01
31724,082434　緯穎統一43購02
31725,082435　緯穎統一49購01
31726,082436　力智統一42購01
31727,082437　視陽統一43購01
31728,082438　東陽群益43購01
31729,082439　東元群益39購02
31730,08243T　奇鋐凱基41售07
31731,082440　堤維西群益39購02
31732,082441　大亞群益3B購01
31733,082442　三陽群益3B購01
31734,082443　華通群益39購09
31735,082444　台積電群益39購04
31736,082445　聯發科群益42購02
31737,082446　聯發科群益43購07
31738,082447　一詮群益3A購01
31739,082448　長榮群益3A購07
31740,082449　神基群益41購01
31741,08244T　臺股指凱基3B售32
31742,082450　晶豪科群益3B購01
31743,082451　晟銘電群益39購01
31744,082452　奇鋐群益3B購02
31745,082453　聯詠群益43購01
31746,082454　新日興群益43購01
31747,082455　玉晶光群益3B購01
31748,082456　華擎群益3B購02
31749,082457　嘉澤群益3A購01
31750,082458　辛耘群益3B購02
31751,082459　瑞鼎群益39購01
31752,08245T　臺股指凱基3B售33
31753,082460　健策群益3B購01
31754,082461　上緯控群益3A購01
31755,082462　上緯控群益3B購01
31756,082463　日月光群益43購01
31757,082464　材料群益3B購02
31758,082465　材料群益43購01
31759,082466　達興群益39購03
31760,082467　豐藝群益39購02
31761,082468　矽格群益41購01
31762,082469　康舒群益39購03
31763,08246T　臺股指凱基3B售34
31764,082470　愛普群益43購01
31765,082471　緯穎群益3B購06
31766,082472　緯穎群益3C購03
31767,082473　嘉基群益3A購01
31768,082474　宇瞻群益3A購01
31769,082475　東哥群益39購01
31770,082476　世紀鋼群益39購07
31771,082477　世紀鋼群益43購02
31772,082478　世紀鋼群益43購03
31773,082479　滬深2X元大39購06
31774,08247T　臺股指凱基44售09
31775,082480　滬深2X元大3C購01
31776,082481　潤隆元大39購02
31777,082482　川湖元大39購11
31778,082483　川湖元大39購12
31779,082484　川湖元大3B購03
31780,082485　三陽元大39購01
31781,082486　三陽元大39購02
31782,082487　三陽元大3B購01
31783,082488　華通元大3A購03
31784,082489　台積電元大39購21
31785,08248T　香港2X國票3B售01
31786,082490　台積電元大39購22
31787,082491　台積電元大39購23
31788,082492　金像電元大39購07
31789,082493　大同元大3A購01
31790,082494　漢唐元大39購02
31791,082495　興勤元大39購02
31792,082496　聯發科元大39購20
31793,082497　聯發科元大39購21
31794,082498　聯發科元大39購22
31795,082499　鉅祥元大39購01
31796,08249T　台灣50元富3B售02
31797,082500　臺企銀元大39購01
31798,082501　嘉澤元大39購05
31799,082502　嘉澤元大3B購03
31800,082503　嘉澤元大3C購02
31801,082504　瑞鼎元大39購01
31802,082505　上緯控元大39購04
31803,082506　上緯控元大39購05
31804,082507　上緯控元大3C購01
31805,082508　材料元大39購10
31806,082509　材料元大39購11
31807,08250T　國企2X元富3B售02
31808,082510　材料元大39購12
31809,082511　致伸元大39購01
31810,082512　邁達特元大39購02
31811,082513　豐藝元大39購01
31812,082514　迅得元大39購01
31813,082515　研揚元大39購01
31814,082516　緯穎元大41購01
31815,082517　嘉基元大39購01
31816,082518　嘉基元大39購02
31817,082519　嘉基元大3C購01
31818,08251T　中502X元富3B售04
31819,082520　勤誠元大39購05
31820,082521　宇瞻元大39購02
31821,082522　高力元大3A購06
31822,082523　世紀鋼元大3A購04
31823,082524　臺股指元大3A購28
31824,082525　臺股指元大3A購29
31825,082526　臺股指元大3A購30
31826,082527　臺股指元大3A購31
31827,082528　臺股指元大3A購32
31828,082529　金像電富邦41購01
31829,08252T　長榮航元富3B售03
31830,082530　新興富邦41購01
31831,082531　奇鋐富邦39購04
31832,082532　健策富邦43購01
31833,082533　佳必琪富邦41購01
31834,082534　緯穎富邦41購01
31835,082535　世紀鋼富邦3C購01
31836,082536　世紀鋼富邦41購01
31837,082537　川湖兆豐3A購02
31838,082538　華通兆豐39購01
31839,082539　台積電兆豐3B購01
31840,08253T　上緯控元富3B售01
31841,082540　友訊兆豐3C購01
31842,082541　聯發科兆豐3A購02
31843,082542　奇鋐兆豐3A購02
31844,082543　大聯大兆豐43購01
31845,082544　美指2X永豐3C購01
31846,082545　華紙永豐3B購01
31847,082546　鴻海永豐43購01
31848,082547　仁寶永豐3A購02
31849,082548　燿華永豐39購01
31850,082549　長榮永豐3A購05
31851,08254T　至上富邦43售03
31852,082550　雄獅永豐3A購01
31853,082551　智原永豐43購01
31854,082552　晶技永豐3C購01
31855,082553　材料永豐3B購01
31856,082554　達興永豐3B購01
31857,082555　中磊永豐39購02
31858,082556　力成永豐3B購01
31859,082557　晶心科永豐3A購01
31860,082558　矽創永豐3A購01
31861,082559　達方永豐3A購01
31862,08255T　SGBR2X元大3B售06
31863,082560　東哥永豐3C購01
31864,082561　堤維西國泰3B購01
31865,082562　華通國泰3B購01
31866,082563　鴻海國泰3B購02
31867,082564　敬鵬國泰3B購01
31868,082565　金像電國泰3B購01
31869,082566　聯發科國泰3B購02
31870,082567　神基國泰3B購02
31871,082568　大立光國泰3B購01
31872,082569　欣興國泰3B購01
31873,08256T　長榮航元大3B售11
31874,082570　緯創國泰3B購01
31875,082571　新日興國泰3B購01
31876,082572　緯穎國泰3B購01
31877,082573　台灣50元富39購10
31878,082574　T50反1元富39購02
31879,082575　上証2X元富43購02
31880,082576　中砂元富3A購01
31881,082577　華通元富41購01
31882,082578　仁寶元富39購01
31883,082579　燿華元富3A購01
31884,08257T　長榮航元大3B售12
31885,082580　燿華元富3A購02
31886,082581　菱生元富39購01
31887,082582　技嘉元富3A購07
31888,082583　仲琦元富39購01
31889,082584　仲琦元富39購02
31890,082585　緯創元富39購03
31891,082586　緯創元富3C購01
31892,082587　玉晶光元富39購04
31893,082588　材料元富39購09
31894,082589　采鈺元富3B購03
31895,08258T　香港2X群益3B售02
31896,082590　滬深2X凱基3B購03
31897,082591　堤維西凱基41購01
31898,082592　大亞凱基3A購01
31899,082593　華通凱基3C購03
31900,082594　台積電凱基3A購07
31901,082595　台積電凱基46購05
31902,082596　金像電凱基3A購04
31903,082597　聯發科凱基46購02
31904,082598　長榮凱基39購17
31905,082599　晶豪科凱基39購02
31906,08259T　長榮航群益3C售03
31907,082600　聯詠凱基3B購01
31908,082601　智原凱基3B購05
31909,082602　緯創凱基3A購10
31910,082603　新日興凱基3B購01
31911,082604　新日興凱基3B購02
31912,082605　新日興凱基3B購03
31913,082606　牧德凱基39購01
31914,082607　上緯控凱基3B購01
31915,082608　材料凱基3A購03
31916,082609　達興凱基39購02
31917,08260T　奇鋐群益3B售09
31918,082610　亞翔凱基3B購01
31919,082611　豐藝凱基39購02
31920,082612　穎崴凱基39購03
31921,082613　來頡凱基3B購01
31922,082614　矽創凱基3B購01
31923,082615　南茂凱基39購01
31924,082616　泰銘凱基39購01
31925,082617　臺股指凱基3A購52
31926,082618　臺股指凱基3B購14
31927,082619　香港反國票3C購01
31928,08261T　創意群益45售02
31929,082620　信錦國票3A購01
31930,082621　中華國票45購01
31931,082622　鴻海國票41購01
31932,082623　鴻海國票47購01
31933,082624　友訊國票3A購01
31934,082625　致茂國票3A購01
31935,082626　群光國票3B購01
31936,082627　京元電國票3A購01
31937,082628　京元電國票3B購01
31938,082629　旺旺保國票39購01
31939,08262T　嘉澤群益41售05
31940,082630　建漢國票3A購01
31941,082631　瑞鼎國票39購01
31942,082632　貿聯國票3A購01
31943,082633　大眾控國票39購02
31944,082634　日月光國票4B購01
31945,082635　定穎控國票3A購01
31946,082636　材料國票43購01
31947,082637　正文國票3A購01
31948,082638　致伸國票3A購01
31949,082639　迅得國票3A購01
31950,08263T　國巨元富3B售04
31951,082640　嘉基國票3A購02
31952,082641　至上國票39購01
31953,082642　達方國票3A購01
31954,082643　鴻海康和3B購01
31955,082644　國巨富邦3C購01
31956,082645　聯發科富邦43購02
31957,082646　美食富邦43購02
31958,082647　神基富邦43購01
31959,082648　奇鋐富邦3B購01
31960,082649　聯詠富邦43購01
31961,08264T　鴻海凱基3B售18
31962,082650　智原富邦43購01
31963,082651　新日興富邦43購01
31964,082652　嘉澤富邦3A購01
31965,082653　嘉澤富邦3B購01
31966,082654　臺股指富邦46購01
31967,082655　華通台新39購01
31968,082656　大同台新39購01
31969,082657　神基台新39購01
31970,082658　力成台新39購01
31971,082659　東陽統一43購03
31972,08265T　長榮航凱基3C售04
31973,082660　三陽統一43購01
31974,082661　聯電統一43購01
31975,082662　矽統統一43購03
31976,082663　燿華統一43購02
31977,082664　建準統一43購05
31978,082665　神基統一43購03
31979,082666　神基統一46購01
31980,082667　晶豪科統一49購01
31981,082668　晶睿統一43購01
31982,082669　華擎統一43購02
31983,08266T　鴻海台新3B售02
31984,082670　嘉澤統一43購01
31985,082671　瑞鼎統一43購04
31986,082672　材料統一42購01
31987,082673　材料統一43購01
31988,082674　材料統一43購02
31989,082675　天鈺統一43購01
31990,082676　華孚統一43購02
31991,082677　力成統一43購03
31992,082678　洋基統一43購01
31993,082679　嘉基統一43購04
31994,08267T　鴻海國票3C售07
31995,082680　高力統一43購04
31996,082681　國巨法興39購01
31997,082682　台積電法興3B購01
31998,082683　矽統法興39購01
31999,082684　技嘉法興39購01
32000,082685　建準法興39購02
32001,082686　一詮法興39購01
32002,082687　台驊控法興39購01
32003,082688　智原法興39購01
32004,082689　京鼎法興39購01
32005,08268T　力積電國票3B售02
32006,082690　健策法興39購02
32007,082691　天鈺法興39購01
32008,082692　聯茂法興39購01
32009,082693　上証2X元大39購03
32010,082694　元債2X元大3B購05
32011,082695　元債2X元大3B購06
32012,082696　堤維西元大39購03
32013,082697　中砂元大39購03
32014,082698　華電元大39購01
32015,082699　川湖元大39購13
32016,08269T　臺股指富邦42售06
32017,082700　川湖元大39購14
32018,082701　川湖元大41購03
32019,082702　台積電元大39購25
32020,082703　台積電元大3C購08
32021,082704　台積電元大41購06
32022,082705　金像電元大39購08
32023,082706　金像電元大39購09
32024,082707　瑞昱元大39購03
32025,082708　瑞昱元大39購04
32026,082709　台光電元大3A購02
32027,08270T　臺股指富邦43售08
32028,082710　建準元大3A購03
32029,082711　聯發科元大3A購07
32030,082712　聯發科元大3C購08
32031,082713　聯發科元大41購04
32032,082714　奇鋐元大3A購04
32033,082715　聯詠元大39購03
32034,082716　欣興元大3A購01
32035,082717　欣興元大3C購01
32036,082718　欣興元大41購01
32037,082719　新日興元大39購04
32038,08271T　國企2X元大3B售04
32039,082720　新日興元大39購05
32040,082721　新日興元大39購06
32041,082722　新日興元大3B購02
32042,082723　新日興元大41購01
32043,082724　辛耘元大3A購03
32044,082725　健策元大39購03
32045,082726　日月光元大39購01
32046,082727　永崴控元大39購02
32047,082728　材料元大39購13
32048,082729　材料元大3C購02
32049,08272T　華榮元大3B售02
32050,082730　材料元大41購02
32051,082731　亞翔元大3A購02
32052,082732　樺漢元大39購03
32053,082733　鼎基元大39購03
32054,082734　來頡元大39購02
32055,082735　世紀鋼元大3A購05
32056,082736　潤隆群益3C購01
32057,082737　川湖群益39購04
32058,082738　長榮鋼群益3B購01
32059,082739　華通群益39購10
32060,08273T　三陽元大3B售09
32061,082740　鴻海群益3A購05
32062,082741　鴻海群益3B購02
32063,082742　仁寶群益3A購01
32064,082743　台積電群益3B購08
32065,082744　台積電群益43購02
32066,082745　燿華群益3A購01
32067,082746　金像電群益39購03
32068,082747　群光群益3B購01
32069,082748　建準群益39購06
32070,082749　聯發科群益39購14
32071,08274T　定穎控元大3B售01
32072,082750　聯發科群益3A購15
32073,082751　聯發科群益3A購16
32074,082752　慧洋群益39購02
32075,082753　智原群益39購09
32076,082754　欣興群益3B購01
32077,082755　緯創群益3A購09
32078,082756　新日興群益3B購02
32079,082757　嘉澤群益41購03
32080,082758　健策群益3A購04
32081,082759　貿聯群益3A購01
32082,08275T　至上元大3B售11
32083,082760　材料群益3B購03
32084,082761　材料群益3B購04
32085,082762　材料群益3B購05
32086,082763　材料群益43購02
32087,082764　上品群益43購01
32088,082765　正文群益39購01
32089,082766　致伸群益39購01
32090,082767　達興群益39購04
32091,082768　達興群益3B購01
32092,082769　中磊群益3A購03
32093,08276T　勤美永豐41售02
32094,082770　力成群益3B購01
32095,082771　康舒群益39購04
32096,082772　元晶群益39購01
32097,082773　晶心科群益39購06
32098,082774　鼎基群益43購01
32099,082775　緯穎群益3B購07
32100,082776　緯穎群益41購06
32101,082777　嘉基群益3A購02
32102,082778　采鈺群益39購03
32103,082779　來頡群益41購01
32104,08277T　材料永豐3C售03
32105,082780　東哥群益39購02
32106,082781　東哥群益3A購01
32107,082782　潤泰新群益39購02
32108,082783　群高息中信39購01
32109,082784　台積電中信3B購04
32110,082785　致茂中信3A購01
32111,082786　奇鋐中信41購01
32112,082787　緯創中信39購04
32113,082788　新日興中信39購01
32114,082789　新日興中信3B購02
32115,08278T　鴻海中信3C售04
32116,082790　華擎中信3A購01
32117,082791　達興中信39購02
32118,082792　中磊中信41購01
32119,082793　臺股指中信3A購06
32120,082794　長榮鋼永豐3A購01
32121,082795　光寶科永豐3B購01
32122,082796　鴻海永豐46購01
32123,082797　台積電永豐3A購04
32124,082798　台積電永豐3B購03
32125,082799　台亞永豐3A購01
32126,08279T　智原中信3B售03
32127,082800　致茂永豐39購01
32128,082801　致茂永豐3B購01
32129,082802　台驊控永豐3A購01
32130,082803　緯創永豐43購01
32131,082804　新日興永豐3B購01
32132,082805　華擎永豐3A購01
32133,082806　材料永豐3A購05
32134,082807　佳必琪永豐3B購01
32135,082808　華孚永豐3A購01
32136,082809　矽力永豐3A購01
32137,08280T　三陽凱基3B售07
32138,082810　南電永豐39購02
32139,082811　台達電兆豐3A購01
32140,082812　鴻海兆豐43購01
32141,082813　仁寶兆豐3A購01
32142,082814　宏碁兆豐39購01
32143,082815　台光電兆豐39購02
32144,082816　群光兆豐3B購01
32145,082817　建準兆豐3B購01
32146,082818　聯發科兆豐39購02
32147,082819　飛宏兆豐43購01
32148,08281T　臺股指凱基43售17
32149,082820　長榮兆豐3B購01
32150,082821　文曄兆豐3B購01
32151,082822　正文兆豐41購02
32152,082823　力成兆豐3B購01
32153,082824　元債2X凱基3B購02
32154,082825　力山凱基39購01
32155,082826　力山凱基3B購01
32156,082827　新光鋼凱基39購02
32157,082828　川湖凱基3B購08
32158,082829　華通凱基39購09
32159,08282T　鴻海統一42售02
32160,082830　仁寶凱基39購01
32161,082831　台積電凱基39購12
32162,082832　台積電凱基3C購08
32163,082833　台積電凱基4A購03
32164,082834　燿華凱基39購02
32165,082835　京元電凱基41購01
32166,082836　聯發科凱基39購15
32167,082837　聯發科凱基41購05
32168,082838　晶豪科凱基3B購02
32169,082839　晟銘電凱基39購01
32170,08283T　鴻海富邦3B售06
32171,082840　晟銘電凱基3B購01
32172,082841　晶技凱基39購01
32173,082842　晶技凱基3C購01
32174,082843　緯創凱基41購02
32175,082844　新日興凱基41購01
32176,082845　辛耘凱基3B購01
32177,082846　材料凱基3C購01
32178,082847　中磊凱基3B購02
32179,082848　亞翔凱基3C購01
32180,082849　豐藝凱基3A購01
32181,08284T　中信金富邦41售02
32182,082850　佳必琪凱基43購01
32183,082851　佳必琪凱基45購01
32184,082852　樺漢凱基39購03
32185,082853　矽力凱基39購04
32186,082854　晶心科凱基41購01
32187,082855　帝寶凱基39購01
32188,082856　緯穎凱基39購13
32189,082857　AES凱基3A購01
32190,082858　南茂凱基3B購01
32191,082859　達方凱基3A購01
32192,08285T　臺股指富邦41售08
32193,082860　東哥凱基3A購01
32194,082861　臺股指凱基44購03
32195,082862　臺股指凱基46購03
32196,082863　上証2X國票3A購03
32197,082864　力山國票39購01
32198,082865　力山國票3A購01
32199,082866　川湖國票44購01
32200,082867　台亞國票3A購01
32201,082868　微星國票41購01
32202,082869　飛宏國票3A購01
32203,08286T　臺股指富邦41售09
32204,082870　長榮國票43購01
32205,082871　台驊控國票3A購01
32206,082872　晟銘電國票3A購02
32207,082873　晟銘電國票3B購01
32208,082874　奇鋐國票39購05
32209,082875　健鼎國票3A購01
32210,082876　新日興國票3A購02
32211,082877　華擎國票3A購02
32212,082878　虹堡國票3B購02
32213,082879　亞翔國票3A購03
32214,08287T　臺股指富邦43售09
32215,082880　力成國票43購01
32216,082881　緯穎國票3A購02
32217,082882　達方國票3A購02
32218,082883　高力國票3B購01
32219,082884　鴻海元富39購04
32220,082885　台積電元富39購11
32221,082886　英業達元富3A購02
32222,082887　英業達元富3A購03
32223,082888　英業達元富3A購04
32224,082889　瑞昱元富3A購04
32225,08288T　奇鋐群益3B售12
32226,082890　京元電元富3C購01
32227,082891　聯發科元富44購05
32228,082892　志聖元富39購01
32229,082893　神基元富3A購02
32230,082894　神基元富41購01
32231,082895　晟銘電元富3C購01
32232,082896　新日興元富39購01
32233,082897　材料元富43購01
32234,082898　佳必琪元富39購01
32235,082899　佳必琪元富3B購01
32236,08289T　國企2X國票3C售01
32237,082900　緯穎元富43購02
32238,082901　緯穎元富49購01
32239,082902　達方元富39購01
32240,082903　達方元富3A購01
32241,082904　達方元富3B購01
32242,082905　東哥元富39購01
32243,082906　東哥元富3A購01
32244,082907　東哥元富43購01
32245,082908　高力元富3C購01
32246,082909　滬深2X群益43購02
32247,08290T　創意國票3C售01
32248,082910　力山群益39購01
32249,082911　川湖群益43購01
32250,082912　華通群益39購11
32251,082913　華泰群益39購02
32252,082914　台積電群益46購06
32253,082915　台積電群益46購07
32254,082916　英業達群益39購01
32255,082917　金像電群益39購04
32256,082918　台光電群益43購01
32257,082919　聯發科群益3B購06
32258,08291T　中502X元大3B售02
32259,082920　志聖群益39購01
32260,082921　鉅祥群益39購01
32261,082922　長榮群益41購02
32262,082923　中信金群益3B購01
32263,082924　晶豪科群益39購01
32264,082925　晟銘電群益3A購01
32265,082926　奇鋐群益41購02
32266,082927　偉訓群益45購01
32267,082928　緯創群益3A購10
32268,082929　玉晶光群益39購04
32269,08292T　國巨元大3B售13
32270,082930　華擎群益43購01
32271,082931　辛耘群益3B購03
32272,082932　上緯控群益41購01
32273,082933　台耀群益41購01
32274,082934　材料群益3B購06
32275,082935　正文群益39購02
32276,082936　亞翔群益39購02
32277,082937　佳必琪群益3B購02
32278,082938　康舒群益39購05
32279,082939　迅得群益39購01
32280,08293T　力積電元大3B售01
32281,082940　鼎基群益41購02
32282,082941　緯穎群益43購02
32283,082942　矽創群益39購03
32284,082943　達方群益39購01
32285,082944　東哥群益39購03
32286,082945　東哥群益3A購02
32287,082946　臺股指群益39購26
32288,082947　東元法興39購01
32289,082948　中砂法興39購02
32290,082949　鴻海法興39購02
32291,08294T　臺股指元大3C售35
32292,082950　仁寶法興39購01
32293,082951　華泰法興39購01
32294,082952　台積電法興3A購01
32295,082953　聯發科法興39購02
32296,082954　長榮法興39購02
32297,082955　晶豪科法興39購01
